id,talhao_id,fazenda_id,cultura,area_ha,latitude,longitude,safra,data,dia_juliano,dias_desde_plantio,estagio_fenologico,ndvi,evi,temperatura_superficie_c,umidade_solo_satelite_pct,precipitacao_mm,temperatura_ar_c,umidade_ar_pct,umidade_solo_sensor_pct,luminosidade_lux,necessidade_irrigacao,status_saude,produtividade_estimada_ton_ha
976,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-10-20,293,5,germinacao,0.2251,0.2047,32.98,25.05,0.0,30.2,56.75,13.4,49163.1,1,saudavel,2.8
977,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-10-21,294,6,germinacao,0.1686,0.1529,31.03,24.99,8.02,29.37,72.77,13.53,40976.6,0,atencao,2.8
978,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-10-22,295,7,germinacao,0.2007,0.1816,30.92,20.93,0.0,29.71,,10.76,48142.4,1,saudavel,2.8
979,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-10-23,296,8,germinacao,0.1777,0.1509,30.08,17.4,0.0,27.66,74.32,6.75,50054.0,1,saudavel,2.8
980,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-10-24,297,9,germinacao,0.2038,0.181,31.27,14.08,0.0,28.56,71.37,5.0,53416.9,1,saudavel,2.8
981,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-10-25,298,10,germinacao,0.1919,0.1439,31.34,11.13,0.0,27.61,73.21,5.0,55088.6,1,saudavel,2.8
982,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-10-26,299,11,vegetativo,0.2089,0.1541,29.45,19.54,22.38,28.4,67.6,12.89,32406.7,0,saudavel,2.8
983,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-10-27,300,12,vegetativo,0.1748,0.1465,30.56,22.41,12.78,28.45,66.19,17.28,41024.8,0,atencao,2.8
984,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-10-28,301,13,vegetativo,0.2232,0.1761,34.5,18.39,0.0,31.33,68.91,10.19,51012.2,1,saudavel,2.8
985,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-10-29,302,14,vegetativo,0.2166,0.2126,32.13,15.07,0.0,28.11,75.16,5.0,53293.4,1,saudavel,2.8
986,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-10-30,303,15,vegetativo,0.2215,0.1958,26.25,16.36,7.97,25.24,72.2,8.87,46381.0,0,saudavel,2.8
987,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-10-31,304,16,vegetativo,0.2646,0.2106,31.33,12.99,0.0,30.45,65.98,5.0,56391.3,1,saudavel,2.8
988,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-11-01,305,17,vegetativo,0.2262,0.1869,31.31,10.01,0.0,28.96,64.55,5.0,47023.8,1,saudavel,2.8
989,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-11-02,306,18,vegetativo,0.2504,0.2155,29.19,8.0,0.0,28.02,72.3,5.0,52258.5,1,saudavel,2.8
990,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-11-03,307,19,vegetativo,0.2568,0.2169,28.42,8.0,0.0,27.49,68.99,5.0,54247.5,1,saudavel,2.8
991,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-11-04,308,20,vegetativo,0.2716,0.2363,28.45,11.54,16.83,26.65,72.06,5.23,38407.3,0,saudavel,2.8
992,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-11-05,309,21,vegetativo,0.3268,0.2792,33.5,11.27,5.35,30.9,68.83,5.14,46142.3,0,saudavel,2.8
993,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-11-06,310,22,vegetativo,0.3004,0.2276,27.98,8.66,0.0,27.99,69.7,5.0,50110.0,1,saudavel,2.8
994,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-11-07,311,23,vegetativo,0.3067,0.2177,27.96,8.0,0.0,25.23,75.2,5.0,56677.7,1,saudavel,2.8
995,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-11-08,312,24,vegetativo,0.3765,0.3125,28.28,8.0,0.0,28.24,74.85,5.0,52234.1,1,saudavel,2.8
996,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-11-09,313,25,vegetativo,0.3561,0.3139,30.62,8.0,0.0,29.48,81.31,5.0,49481.7,1,saudavel,2.8
997,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-11-10,314,26,vegetativo,0.3554,0.2949,30.22,8.35,15.7,27.82,76.41,5.0,43169.2,0,atencao,2.8
998,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-11-11,315,27,vegetativo,0.3999,0.3647,26.88,8.0,0.0,26.15,81.74,5.0,56592.2,1,saudavel,2.8
999,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-11-12,316,28,vegetativo,0.4187,0.3549,25.87,13.08,17.06,25.93,69.95,9.11,39333.4,0,saudavel,2.8
1000,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-11-13,317,29,vegetativo,0.4378,0.3992,26.74,15.34,9.14,25.96,66.16,15.42,44443.6,0,saudavel,2.8
1001,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-11-14,318,30,vegetativo,0.4976,0.446,28.88,12.52,0.0,29.53,72.09,10.21,55542.2,1,saudavel,2.8
1002,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-11-15,319,31,vegetativo,0.5349,0.4757,26.76,10.27,0.0,27.05,78.07,6.19,59741.7,1,saudavel,2.8
1003,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-11-16,320,32,vegetativo,0.5912,0.4785,23.03,17.27,17.36,24.56,78.92,14.43,35168.4,0,saudavel,2.8
1004,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-11-17,321,33,vegetativo,0.6109,0.5196,26.92,14.7,0.0,27.56,79.8,12.95,51812.7,1,saudavel,2.8
1005,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-11-18,322,34,vegetativo,0.6397,0.5682,23.95,22.03,19.2,27.11,61.46,19.22,36672.3,0,saudavel,2.8
1006,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-11-19,323,35,vegetativo,0.6384,0.5481,23.37,19.29,0.0,26.13,81.12,15.03,56813.7,1,saudavel,2.8
1007,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-11-20,324,36,vegetativo,0.7004,0.6064,21.47,16.98,0.0,25.18,77.22,10.96,55591.3,1,saudavel,2.8
1008,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-11-21,325,37,vegetativo,0.735,0.597,22.35,18.41,6.99,25.02,68.04,10.49,52515.5,0,saudavel,2.8
1009,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-11-22,326,38,vegetativo,0.7374,0.6651,23.99,15.87,0.0,28.16,77.62,5.98,60703.7,1,saudavel,2.8
1010,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-11-23,327,39,floracao,0.7581,0.6285,23.29,13.72,0.0,26.8,75.77,5.0,58443.8,1,saudavel,2.8
1011,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-11-24,328,40,floracao,0.7423,0.5911,23.27,13.03,2.68,27.06,76.79,5.0,56874.0,1,saudavel,2.8
1012,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-11-25,329,41,floracao,0.8046,0.6769,24.85,15.02,7.64,26.61,80.26,6.55,51368.2,0,saudavel,2.8
1013,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-11-26,330,42,floracao,0.8331,0.6592,22.15,13.07,0.0,26.64,77.51,7.0,58113.7,1,saudavel,2.8
1014,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-11-27,331,43,floracao,0.8161,0.672,20.72,13.57,4.33,25.35,68.87,8.0,50151.1,0,saudavel,2.8
1015,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-11-28,332,44,floracao,0.8082,0.7382,22.62,14.23,4.81,25.64,75.44,6.65,50610.4,0,saudavel,2.8
1016,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-11-29,333,45,floracao,0.8259,0.6944,25.86,16.25,8.07,27.6,66.99,8.29,46592.3,0,saudavel,2.8
1017,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-11-30,334,46,floracao,0.8284,0.6756,24.31,14.05,0.0,27.88,78.25,5.19,58197.2,1,saudavel,2.8
1018,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-12-01,335,47,floracao,0.8362,0.7113,20.26,16.75,8.46,23.82,84.52,8.7,51178.9,0,saudavel,2.8
1019,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-12-02,336,48,floracao,0.8619,0.7147,22.78,14.87,0.0,25.24,70.56,6.67,54539.0,1,saudavel,2.8
1020,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-12-03,337,49,floracao,0.8592,0.7476,23.86,15.28,4.62,26.72,72.62,8.01,54673.0,0,saudavel,2.8
1021,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-12-04,338,50,floracao,0.8776,0.7281,24.71,17.3,8.23,28.18,70.77,13.38,48377.8,0,saudavel,2.8
1022,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-12-05,339,51,floracao,0.8681,0.7433,23.53,15.07,0.0,27.93,73.14,9.87,56000.9,1,saudavel,2.8
1023,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-12-06,340,52,floracao,0.846,0.6962,20.8,16.62,6.32,23.96,79.93,9.94,51179.1,0,saudavel,2.8
1024,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-12-07,341,53,floracao,0.8554,0.7791,21.91,14.54,0.0,26.97,73.92,8.91,56031.7,1,saudavel,2.8
1025,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-12-08,342,54,floracao,0.8559,0.7376,20.71,16.22,6.74,25.04,80.63,12.9,54611.8,1,saudavel,2.8
1026,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-12-09,343,55,floracao,0.8647,0.7321,24.07,14.25,0.0,26.42,81.94,10.05,59049.5,1,saudavel,2.8
1027,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-12-10,344,56,floracao,0.9052,0.7636,23.08,13.82,2.53,25.93,82.47,8.8,59559.2,1,saudavel,2.8
1028,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-12-11,345,57,floracao,0.909,0.7616,19.0,12.52,0.0,22.75,73.35,7.89,58359.1,1,saudavel,2.8
1029,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-12-12,346,58,floracao,0.8869,0.7386,19.46,16.0,9.99,25.37,84.35,11.98,48581.8,0,saudavel,2.8
1030,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-12-13,347,59,floracao,0.8725,0.7258,20.89,14.11,0.0,25.95,84.46,5.95,65421.3,1,saudavel,2.8
1031,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-12-14,348,60,floracao,0.8425,0.7497,20.04,14.02,2.99,24.31,85.93,7.08,52000.5,1,saudavel,2.8
1032,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-12-15,349,61,frutificacao,0.8734,0.7313,19.83,21.29,17.48,23.86,77.69,18.04,46294.8,0,saudavel,2.8
1033,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-12-16,350,62,frutificacao,0.8521,0.6817,16.85,19.38,0.0,21.77,76.03,16.7,64885.8,1,saudavel,2.8
1034,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-12-17,351,63,frutificacao,0.8991,0.7409,20.71,21.33,7.92,25.05,72.94,17.15,54338.3,0,saudavel,2.8
1035,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-12-18,352,64,frutificacao,0.8325,0.7262,22.51,40.57,42.81,24.24,72.88,41.63,28994.6,0,saudavel,2.8
1036,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-12-19,353,65,frutificacao,0.87,0.7345,19.01,37.13,0.0,22.44,79.56,34.25,64268.3,1,saudavel,2.8
1037,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-12-20,354,66,frutificacao,0.842,0.713,19.87,33.83,0.0,23.23,83.3,27.79,59031.6,1,saudavel,2.8
1038,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-12-21,355,67,frutificacao,0.8558,0.7508,19.12,30.75,0.0,23.84,85.25,22.47,57882.6,1,saudavel,2.8
1039,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-12-22,356,68,frutificacao,0.8651,0.7198,17.25,28.07,0.0,22.67,77.02,18.19,58832.1,1,saudavel,2.8
1040,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-12-23,357,69,frutificacao,0.8673,0.7498,18.38,27.66,4.3,23.41,78.84,17.63,53977.1,0,saudavel,2.8
1041,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-12-24,358,70,frutificacao,0.8397,0.7004,15.44,29.08,7.67,20.68,80.17,20.29,49469.2,0,saudavel,2.8
1042,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-12-25,359,71,frutificacao,0.8491,0.7333,21.66,26.2,0.0,25.23,74.8,17.75,63280.3,1,saudavel,2.8
1043,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-12-26,360,72,frutificacao,0.8124,0.6828,20.2,32.96,18.41,23.12,82.93,24.93,39210.9,1,saudavel,2.8
1044,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-12-27,361,73,frutificacao,0.821,0.693,16.99,51.66,43.07,21.35,82.14,47.92,29855.1,0,saudavel,2.8
1045,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-12-28,362,74,frutificacao,0.825,0.7177,15.93,55.53,16.41,19.21,82.33,49.07,39147.7,0,saudavel,2.8
1046,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-12-29,363,75,frutificacao,0.7988,0.6939,22.62,60.0,18.87,24.34,80.33,50.97,41086.0,0,saudavel,2.8
1047,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-12-30,364,76,frutificacao,0.7668,0.6485,22.59,58.09,6.72,23.53,82.1,43.13,49585.1,0,saudavel,2.8
1048,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2023-12-31,365,77,frutificacao,0.7551,0.6324,20.88,67.2,28.35,22.91,82.42,53.29,27946.7,0,saudavel,2.8
1049,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2024-01-01,1,78,frutificacao,0.7621,0.6798,20.75,61.31,0.0,23.79,74.67,43.75,59296.8,1,saudavel,2.8
1050,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2024-01-02,2,79,frutificacao,0.699,0.6059,22.13,55.81,0.0,23.68,83.4,34.87,62724.5,1,saudavel,2.8
1051,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2024-01-03,3,80,frutificacao,0.6787,0.5691,21.83,50.86,0.0,22.59,80.84,27.94,60797.6,1,saudavel,2.8
1052,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2024-01-04,4,81,frutificacao,0.6844,0.5687,17.65,54.21,15.62,21.81,77.83,33.18,45459.5,0,saudavel,2.8
1053,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2024-01-05,5,82,frutificacao,0.6364,0.5614,21.23,55.58,12.27,21.47,81.36,36.75,46785.0,0,saudavel,2.8
1054,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2024-01-06,6,83,frutificacao,0.5873,0.5015,20.8,50.5,0.0,,81.19,28.68,58201.6,1,saudavel,2.8
1055,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2024-01-07,7,84,frutificacao,0.6132,0.5179,21.94,52.04,12.67,24.0,84.03,29.01,49002.8,0,saudavel,2.8
1056,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2024-01-08,8,85,frutificacao,0.5331,0.4555,20.5,49.76,4.97,21.65,74.77,26.1,52424.8,0,saudavel,2.8
1057,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2024-01-09,9,86,frutificacao,0.5197,0.4485,23.57,44.89,0.0,23.92,85.23,23.07,61390.0,1,saudavel,2.8
1058,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2024-01-10,10,87,frutificacao,0.4799,0.4068,20.74,40.55,0.0,,79.73,16.21,62475.5,1,saudavel,2.8
1059,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2024-01-11,11,88,frutificacao,0.4556,0.4113,21.71,40.5,7.92,22.09,77.1,18.42,48376.1,0,saudavel,2.8
1060,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2024-01-12,12,89,frutificacao,0.4142,0.3772,25.83,36.08,0.0,25.03,75.13,15.3,56428.6,1,saudavel,2.8
1061,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2024-01-13,13,90,frutificacao,0.4179,0.3659,24.27,32.16,0.0,23.81,73.5,7.66,56738.3,1,saudavel,2.8
1062,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2024-01-14,14,91,frutificacao,0.3794,0.35,24.73,28.51,0.0,23.76,69.78,5.49,53832.3,1,saudavel,2.8
1063,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2024-01-15,15,92,frutificacao,0.3724,0.3167,20.28,27.39,3.6,19.95,84.1,6.91,53191.5,0,saudavel,2.8
1064,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2024-01-16,16,93,frutificacao,0.3182,0.2843,26.18,23.95,0.0,24.35,87.93,5.0,61835.9,1,saudavel,2.8
1065,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2024-01-17,17,94,maturacao,0.3529,0.32,22.73,21.26,0.0,20.85,71.98,5.0,54635.6,0,saudavel,2.8
1066,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2024-01-18,18,95,maturacao,0.2541,0.2364,23.25,26.39,15.43,20.54,75.44,8.83,46766.3,0,atencao,2.8
1067,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2024-01-19,19,96,maturacao,0.2446,0.2262,19.78,23.45,0.0,17.55,85.67,5.67,56136.8,0,atencao,2.8
1068,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2024-01-20,20,97,maturacao,0.2973,0.2654,23.46,20.68,0.0,21.2,79.43,5.0,63603.5,0,saudavel,2.8
1069,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2024-01-21,21,98,maturacao,0.2596,0.2598,21.53,25.94,15.45,19.0,85.08,10.74,40335.7,0,saudavel,2.8
1070,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2024-01-22,22,99,maturacao,0.2463,0.1986,25.61,33.62,21.46,21.15,79.03,20.98,36113.5,1,saudavel,2.8
1071,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2024-01-23,23,100,maturacao,0.239,0.2001,21.78,40.9,21.62,18.71,78.02,31.95,33535.8,0,saudavel,2.8
1072,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2024-01-24,24,101,maturacao,0.234,0.1946,24.87,36.41,0.0,23.07,77.1,22.79,54441.6,0,saudavel,2.8
1073,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2024-01-25,25,102,maturacao,0.222,0.1813,22.21,39.68,14.36,21.12,67.41,24.1,46846.0,0,saudavel,2.8
1074,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2024-01-26,26,103,maturacao,0.191,0.1226,25.65,50.83,31.35,23.63,72.01,40.2,,0,atencao,2.8
1075,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2024-01-27,27,104,maturacao,0.2218,0.2161,20.26,60.47,29.14,18.59,85.4,50.48,31830.4,0,saudavel,2.8
1076,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2024-01-28,28,105,maturacao,0.2146,0.1619,24.95,54.47,0.0,22.37,84.25,39.3,51718.2,0,saudavel,2.8
1077,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2024-01-29,29,106,maturacao,0.2265,0.196,18.53,49.25,0.0,17.27,88.29,30.94,57407.1,0,saudavel,2.8
1078,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2024-01-30,30,107,colheita,0.2304,0.1674,23.33,46.26,3.67,20.21,,26.93,48927.4,1,saudavel,2.8
1079,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2024-01-31,31,108,colheita,0.1992,0.1818,19.69,41.66,0.0,18.87,68.82,20.12,50971.2,0,saudavel,2.8
1080,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2023/2024,2024-02-01,32,109,colheita,0.166,0.1254,19.95,45.38,16.0,19.08,76.7,26.43,40860.5,0,atencao,2.8
1081,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2024/2025,2024-10-19,293,0,germinacao,0.1802,0.2053,31.76,45.0,0.0,28.85,72.17,48.05,52641.5,0,saudavel,2.62
1082,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2024/2025,2024-10-20,294,1,germinacao,0.2011,0.1719,30.69,39.43,0.0,28.97,69.15,37.2,50502.9,0,saudavel,2.62
1083,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2024/2025,2024-10-21,295,2,germinacao,0.1883,0.1792,29.94,34.34,0.0,28.42,71.31,29.75,53360.6,1,saudavel,2.62
1084,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2024/2025,2024-10-22,296,3,germinacao,0.167,0.1274,29.83,29.76,0.0,27.35,66.3,23.41,52474.3,1,atencao,2.62
1085,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2024/2025,2024-10-23,297,4,germinacao,0.192,0.1912,31.42,25.67,0.0,26.64,68.64,17.87,42980.1,1,saudavel,2.62
1086,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2024/2025,2024-10-24,298,5,germinacao,0.1938,0.1506,29.69,21.78,0.0,27.73,63.43,11.78,52521.1,1,saudavel,2.62
1087,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2024/2025,2024-10-25,299,6,germinacao,0.1982,0.1776,32.56,17.94,0.0,29.99,76.36,7.66,49944.1,1,saudavel,2.62
1088,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2024/2025,2024-10-26,300,7,germinacao,0.2102,0.1734,30.26,14.54,0.0,28.98,71.95,5.88,54765.3,1,saudavel,2.62
1089,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2024/2025,2024-10-27,301,8,germinacao,0.179,0.1612,28.1,11.43,0.0,28.46,65.6,5.0,53335.4,1,saudavel,2.62
1090,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2024/2025,2024-10-28,302,9,germinacao,0.2069,0.1712,28.29,8.8,0.0,26.94,72.62,5.0,53658.5,1,saudavel,2.62
1091,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2024/2025,2024-10-29,303,10,germinacao,0.1617,0.1216,32.79,8.0,0.0,27.87,76.67,5.0,51316.9,1,atencao,2.62
1092,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2024/2025,2024-10-30,304,11,vegetativo,0.1969,0.1619,32.29,19.23,31.16,29.47,75.04,13.07,23469.1,0,saudavel,2.62
1093,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2024/2025,2024-10-31,305,12,vegetativo,0.1975,0.1987,32.91,15.71,0.0,29.05,65.86,9.61,51391.2,1,saudavel,2.62
1094,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2024/2025,2024-11-01,306,13,vegetativo,0.2363,0.2102,29.03,21.69,17.98,27.5,55.92,16.07,31694.5,0,saudavel,2.62
1095,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2024/2025,2024-11-02,307,14,vegetativo,0.2093,0.1521,23.98,18.56,0.0,24.22,75.69,14.43,51458.9,1,saudavel,2.62
1096,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2024/2025,2024-11-03,308,15,vegetativo,0.2307,0.218,27.87,15.38,0.0,27.05,67.74,11.63,49101.2,1,saudavel,2.62
1097,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2024/2025,2024-11-04,309,16,vegetativo,0.1904,0.144,29.95,15.55,6.37,27.27,,13.73,43732.4,1,atencao,2.62
1098,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2024/2025,2024-11-05,310,17,vegetativo,0.2269,0.2077,28.75,12.66,0.0,26.55,77.54,10.45,54357.6,1,saudavel,2.62
1099,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2024/2025,2024-11-06,311,18,vegetativo,0.2266,0.2037,29.16,11.89,3.94,27.21,78.11,7.5,52300.5,0,saudavel,2.62
1100,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2024/2025,2024-11-07,312,19,vegetativo,0.3043,0.2709,29.71,9.12,0.0,28.98,80.36,5.0,54409.5,1,saudavel,2.62
1101,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2024/2025,2024-11-08,313,20,vegetativo,0.2543,0.2532,30.27,8.0,0.0,27.62,78.78,5.0,53250.0,1,saudavel,2.62
1102,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2024/2025,2024-11-09,314,21,vegetativo,0.2839,0.2247,30.02,8.0,0.0,29.07,80.62,5.0,52141.0,1,saudavel,2.62
1103,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2024/2025,2024-11-10,315,22,vegetativo,0.3017,0.2686,26.84,8.0,0.0,25.24,81.21,5.0,54263.7,1,saudavel,2.62
1104,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2024/2025,2024-11-11,316,23,vegetativo,0.2862,0.2685,28.58,8.0,0.0,26.96,80.76,5.0,52975.9,1,atencao,2.62
1105,F02-SOJ,F02,Soja,238.6,-17.38601,-49.8619,2024/2025,2024-11-12,317,24,vegetativo,0.3285,0.2664,25.1,8.0,0.0,24.43,74.88,5.0,55476.5,1,saudavel,2.62
