id,talhao_id,fazenda_id,area_ha,latitude,longitude,safra,data,dia_juliano,dias_desde_plantio,estagio_fenologico,ndvi,evi,temperatura_superficie_c,umidade_solo_satelite_pct,precipitacao_mm,temperatura_ar_c,umidade_ar_pct,umidade_solo_sensor_pct,luminosidade_lux,necessidade_irrigacao,status_saude,produtividade_estimada_ton_ha,mes,ciclo_total_dias,dias_desde_plantio_pct,estagio_fenologico_cod,ndvi_media_7d,ndvi_tendencia_7d,precipitacao_acum_7d,umidade_solo_sensor_lag1,umidade_solo_sensor_delta1,amplitude_termica,indice_estresse_climatico,razao_umidade_sensor_satelite,cultura_Feijao,cultura_Milho,cultura_Soja,estacao_primavera,estacao_verao
104,F01-SOJ,F01,62.6,-16.52925,-49.16363,2023/2024,2024-01-27,27,103,maturacao,0.1866,0.1472,22.93,27.45,0.0,20.13,79.45,9.85,54253.0,0,atencao,2.42,1,110,0.9364,4,0.2349,-0.0562,52.33,14.41,-4.56,2.8,4.14,0.3588,0,0,1,0,1
105,F01-SOJ,F01,62.6,-16.52925,-49.16363,2023/2024,2024-01-28,28,104,maturacao,0.1862,0.1549,20.76,24.33,0.0,18.97,85.58,5.93,55708.6,0,atencao,2.42,1,110,0.9455,4,0.2254,-0.0663,36.94,9.85,-3.92,1.79,2.74,0.2437,0,0,1,0,1
106,F01-SOJ,F01,62.6,-16.52925,-49.16363,2023/2024,2024-01-29,29,105,maturacao,0.1869,0.1965,22.76,42.6,42.38,20.45,74.47,31.61,29791.6,0,saudavel,2.42,1,110,0.9545,4,0.2166,-0.0621,46.88,5.93,25.68,2.31,5.22,0.742,0,0,1,0,1
107,F01-SOJ,F01,62.6,-16.52925,-49.16363,2023/2024,2024-01-30,30,106,maturacao,0.2405,0.2011,22.57,38.35,0.0,19.75,75.12,24.23,56634.5,0,saudavel,2.42,1,110,0.9636,4,0.2116,-0.0344,46.88,31.61,-7.38,2.82,4.91,0.6318,0,0,1,0,1
108,F01-SOJ,F01,62.6,-16.52925,-49.16363,2023/2024,2024-01-31,31,107,colheita,0.1787,0.1601,24.8,34.0,0.0,22.96,80.44,18.56,53830.5,0,atencao,2.42,1,110,0.9727,5,0.2039,-0.0543,46.88,24.23,-5.67,1.84,4.49,0.5459,0,0,1,0,1
109,F01-SOJ,F01,62.6,-16.52925,-49.16363,2023/2024,2024-02-01,32,108,colheita,0.2094,0.1734,25.03,34.46,8.65,22.11,76.94,19.77,49913.6,0,saudavel,2.42,2,110,0.9818,5,0.1992,-0.0329,55.53,18.56,1.21,2.92,5.1,0.5737,0,0,1,0,1
110,F01-SOJ,F01,62.6,-16.52925,-49.16363,2023/2024,2024-02-02,33,109,colheita,0.1725,0.1482,23.38,38.73,15.99,20.25,82.29,23.63,43071.6,0,atencao,2.42,2,110,0.9909,5,0.1944,-0.0335,67.02,19.77,3.86,3.13,3.59,0.6101,0,0,1,0,1
111,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-10-15,289,0,germinacao,0.1734,0.1382,31.43,45.0,0.0,29.98,61.94,48.14,44004.6,0,saudavel,2.55,10,110,0.0,0,0.1734,0.0,0.0,48.14,0.0,1.45,11.41,1.0698,0,0,1,1,0
112,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-10-16,290,1,germinacao,0.2308,0.1875,32.11,39.44,0.0,29.22,67.35,35.43,45073.6,0,saudavel,2.55,10,110,0.0091,0,0.2021,0.0,0.0,48.14,-12.71,2.89,9.54,0.8983,0,0,1,1,0
113,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-10-17,291,2,germinacao,0.1491,0.1333,31.8,38.69,8.98,29.23,71.32,31.65,41045.6,0,atencao,2.55,10,110,0.0182,0,0.1844,0.0,8.98,35.43,-3.78,2.57,8.38,0.818,0,0,1,1,0
114,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-10-18,292,3,germinacao,0.1887,0.1721,33.19,33.41,0.0,30.55,55.43,23.84,47717.4,1,saudavel,2.55,10,110,0.0273,0,0.1855,0.0,8.98,31.65,-7.81,2.64,13.62,0.7136,0,0,1,1,0
115,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-10-19,293,4,germinacao,0.163,0.1204,29.12,33.87,9.64,26.13,75.34,27.41,45436.3,0,atencao,2.55,10,110,0.0364,0,0.181,0.0,18.62,23.84,3.57,2.99,6.44,0.8093,0,0,1,1,0
116,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-10-20,294,5,germinacao,0.1768,0.151,29.44,29.5,0.0,26.04,64.49,22.54,52310.8,0,saudavel,2.55,10,110,0.0455,0,0.1803,0.0,18.62,27.41,-4.87,3.4,9.25,0.7641,0,0,1,1,0
117,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-10-21,295,6,germinacao,0.1908,0.1215,31.72,25.1,0.0,29.35,70.26,17.52,51245.6,1,saudavel,2.55,10,110,0.0545,0,0.1818,0.0,18.62,22.54,-5.02,2.37,8.73,0.698,0,0,1,1,0
118,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-10-22,296,7,germinacao,0.143,0.1258,33.0,21.04,0.0,28.87,70.3,11.12,50505.5,1,atencao,2.55,10,110,0.0636,0,0.1775,-0.0304,18.62,17.52,-6.4,4.13,8.57,0.5285,0,0,1,1,0
119,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-10-23,297,8,germinacao,0.1961,0.1819,31.62,17.37,0.0,29.08,74.54,5.2,51553.9,0,saudavel,2.55,10,110,0.0727,0,0.1725,-0.0347,18.62,11.12,-5.92,2.54,7.4,0.2994,0,0,1,1,0
120,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-10-24,298,9,germinacao,0.2316,0.1913,30.61,17.61,6.9,28.07,72.65,7.56,42262.1,0,saudavel,2.55,10,110,0.0818,0,0.1843,0.0825,16.54,5.2,2.36,2.54,7.68,0.4293,0,0,1,1,0
121,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-10-25,299,10,germinacao,0.1871,0.1954,31.18,14.12,0.0,29.69,57.21,5.0,53546.7,1,saudavel,2.55,10,110,0.0909,0,0.1841,-0.0016,16.54,7.56,-2.56,1.49,12.7,0.3541,0,0,1,1,0
122,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-10-26,300,11,vegetativo,0.2045,0.1562,34.35,10.89,0.0,30.03,65.14,5.0,47934.1,1,saudavel,2.55,10,110,0.1,1,0.19,0.0415,6.9,5.0,0.0,4.32,10.47,0.4591,0,0,1,1,0
123,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-10-27,301,12,vegetativo,0.2235,0.1943,31.75,8.04,0.0,29.29,70.37,5.0,54067.9,1,saudavel,2.55,10,110,0.1091,1,0.1967,0.0467,6.9,5.0,0.0,2.46,8.68,0.6219,0,0,1,1,0
124,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-10-28,302,13,vegetativo,0.204,0.1727,30.98,8.0,4.26,28.11,69.59,5.0,51724.3,0,saudavel,2.55,10,110,0.1182,1,0.1985,0.0132,11.16,5.0,0.0,2.87,8.55,0.625,0,0,1,1,0
125,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-10-29,303,14,vegetativo,0.2008,0.1687,25.85,40.5,69.97,25.27,74.82,42.49,26699.4,0,saudavel,2.55,10,110,0.1273,1,0.2068,0.0578,81.13,5.0,37.49,0.58,6.36,1.0491,0,0,1,1,0
126,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-10-30,304,15,vegetativo,0.173,0.1447,31.13,35.18,0.0,29.51,74.0,28.47,26699.4,0,atencao,2.55,10,110,0.1364,1,0.2035,-0.0231,81.13,42.49,-14.02,1.62,7.67,0.8093,0,0,1,1,0
127,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-10-31,305,16,vegetativo,0.2384,0.2048,33.21,30.31,0.0,30.12,72.89,21.43,53890.8,1,saudavel,2.55,10,110,0.1455,1,0.2045,0.0068,74.23,28.47,-7.04,3.09,8.17,0.707,0,0,1,1,0
128,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-11-01,306,17,vegetativo,0.2316,0.2138,31.38,25.93,0.0,29.18,69.51,13.98,44377.4,1,saudavel,2.55,11,110,0.1545,1,0.2108,0.0445,74.23,21.43,-7.45,2.2,8.9,0.5391,0,0,1,1,0
129,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-11-02,307,18,vegetativo,0.2233,0.2174,26.9,23.81,3.28,26.82,62.92,11.47,51229.5,0,atencao,2.55,11,110,0.1636,1,0.2135,0.0188,77.51,13.98,-2.51,0.08,9.94,0.4817,0,0,1,1,0
130,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-11-03,308,19,vegetativo,0.2573,0.2186,31.8,20.0,0.0,29.08,68.68,6.8,53153.6,1,saudavel,2.55,11,110,0.1727,1,0.2183,0.0338,77.51,11.47,-4.67,2.72,9.11,0.34,0,0,1,1,0
131,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-11-04,309,20,vegetativo,0.256,0.2339,30.43,16.47,0.0,29.28,73.08,5.0,53601.2,1,saudavel,2.55,11,110,0.1818,1,0.2258,0.052,73.25,6.8,-1.8,1.15,7.88,0.3036,0,0,1,1,0
132,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-11-05,310,21,vegetativo,0.2718,0.217,33.21,13.13,0.0,30.25,65.12,5.0,56127.7,1,saudavel,2.55,11,110,0.1909,1,0.2359,0.071,3.28,5.0,0.0,2.96,10.55,0.3808,0,0,1,1,0
133,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-11-06,311,22,vegetativo,0.3113,0.2799,27.63,20.37,19.6,26.52,76.12,5.0,36310.2,1,saudavel,2.55,11,110,0.2,1,0.2557,0.1383,22.88,5.0,0.0,1.11,6.33,0.2455,0,0,1,1,0
134,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-11-07,312,23,vegetativo,0.2913,0.2323,29.0,17.08,0.0,27.41,77.12,5.0,51084.2,1,atencao,2.55,11,110,0.2091,1,0.2632,0.0529,22.88,5.0,0.0,1.59,6.27,0.2927,0,0,1,1,0
135,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-11-08,313,24,vegetativo,0.36,0.3278,30.73,14.0,0.0,28.79,72.53,5.0,54322.1,1,saudavel,2.55,11,110,0.2182,1,0.2816,0.1284,22.88,5.0,0.0,1.94,7.91,0.3571,0,0,1,1,0
136,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-11-09,314,25,vegetativo,0.3343,0.3284,27.77,18.23,13.93,27.68,57.39,8.08,42424.8,0,saudavel,2.55,11,110,0.2273,1,0.2974,0.111,33.53,5.0,3.08,0.09,11.79,0.4432,0,0,1,1,0
137,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-11-10,315,26,vegetativo,0.3743,0.3157,25.47,15.43,0.0,25.83,67.57,5.0,55560.1,1,saudavel,2.55,11,110,0.2364,1,0.3141,0.117,33.53,8.08,-3.08,-0.36,8.38,0.324,0,0,1,1,0
138,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-11-11,316,27,vegetativo,0.4532,0.3414,27.77,12.71,0.0,28.04,82.21,5.0,55928.3,1,saudavel,2.55,11,110,0.2455,1,0.3423,0.1972,33.53,5.0,0.0,-0.27,4.99,0.3934,0,0,1,1,0
139,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-11-12,317,28,vegetativo,0.4661,0.3853,28.84,19.21,18.0,28.2,70.09,12.35,42086.1,0,saudavel,2.55,11,110,0.2545,1,0.3701,0.1943,51.53,5.0,7.35,0.64,8.43,0.6429,0,0,1,1,0
140,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-11-13,318,29,vegetativo,0.4757,0.429,25.77,18.6,4.62,27.38,63.53,11.28,48326.0,0,saudavel,2.55,11,110,0.2636,1,0.3936,0.1644,36.55,12.35,-1.07,-1.61,9.99,0.6065,0,0,1,1,0
141,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-11-14,319,30,vegetativo,0.486,0.4242,25.45,15.75,0.0,27.49,79.7,5.0,56622.1,1,saudavel,2.55,11,110,0.2727,1,0.4214,0.1947,36.55,11.28,-6.28,-2.04,5.58,0.3175,0,0,1,1,0
142,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-11-15,320,31,vegetativo,0.5257,0.4518,26.78,19.46,12.37,26.69,74.2,11.23,48561.5,0,saudavel,2.55,11,110,0.2818,1,0.445,0.1657,48.92,5.0,6.23,0.09,6.89,0.5771,0,0,1,1,0
143,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-11-16,321,32,vegetativo,0.5691,0.5039,27.48,20.37,7.83,29.2,78.28,9.93,43924.6,0,saudavel,2.55,11,110,0.2909,1,0.4786,0.2348,42.82,11.23,-1.3,-1.72,6.34,0.4875,0,0,1,1,0
144,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-11-17,322,33,vegetativo,0.5991,0.5189,23.76,17.77,0.0,25.54,76.47,7.35,57240.7,1,saudavel,2.55,11,110,0.3,1,0.5107,0.2248,42.82,9.93,-2.58,-1.78,6.01,0.4136,0,0,1,1,0
145,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-11-18,323,34,vegetativo,0.6262,0.5566,22.43,15.38,0.0,25.92,77.27,5.0,55137.5,1,saudavel,2.55,11,110,0.3091,1,0.5354,0.173,42.82,7.35,-2.35,-3.49,5.89,0.3251,0,0,1,1,0
146,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-11-19,324,35,vegetativo,0.6556,0.5757,24.15,20.29,14.33,26.73,76.43,9.06,42331.3,0,saudavel,2.55,11,110,0.3182,1,0.5625,0.1895,39.15,5.0,4.06,-2.58,6.3,0.4465,0,0,1,1,0
147,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-11-20,325,36,vegetativo,0.6784,0.6071,25.82,29.78,24.5,27.94,77.5,21.22,31164.3,0,saudavel,2.55,11,110,0.3273,1,0.5914,0.2027,59.03,9.06,12.16,-2.12,6.29,0.7126,0,0,1,1,0
148,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-11-21,326,37,vegetativo,0.6783,0.5838,23.11,26.71,0.0,24.28,87.71,16.22,56928.5,1,saudavel,2.55,11,110,0.3364,1,0.6189,0.1923,59.03,21.22,-5.0,-1.17,2.98,0.6073,0,0,1,1,0
149,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-11-22,327,38,vegetativo,0.7192,0.6294,21.22,23.91,0.0,24.47,81.18,11.48,63131.2,1,saudavel,2.55,11,110,0.3455,1,0.6466,0.1935,46.66,16.22,-4.74,-3.25,4.61,0.4801,0,0,1,1,0
150,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-11-23,328,39,floracao,0.7679,0.6466,22.03,21.56,0.0,23.28,69.25,9.72,53979.0,1,saudavel,2.55,11,110,0.3545,2,0.675,0.1988,38.83,11.48,-1.76,-1.25,7.16,0.4508,0,0,1,1,0
151,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-11-24,329,40,floracao,0.7402,0.6172,22.94,35.82,33.67,26.29,77.69,28.09,25456.9,0,saudavel,2.55,11,110,0.3636,2,0.6951,0.1411,72.5,9.72,18.37,-3.35,5.87,0.7842,0,0,1,1,0
152,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-11-25,330,41,floracao,0.7797,0.6969,20.77,32.39,0.0,24.47,82.36,23.76,54179.4,1,saudavel,2.55,11,110,0.3727,2,0.717,0.1535,72.5,28.09,-4.33,-3.7,4.32,0.7336,0,0,1,1,0
153,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-11-26,331,42,floracao,0.7811,0.6682,23.98,29.11,0.0,25.47,82.17,19.02,63415.4,1,saudavel,2.55,11,110,0.3818,2,0.735,0.1255,58.17,23.76,-4.74,-1.49,4.54,0.6534,0,0,1,1,0
154,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-11-27,332,43,floracao,0.8118,0.7062,23.85,38.53,25.13,26.94,73.24,29.82,32536.4,0,saudavel,2.55,11,110,0.3909,2,0.754,0.1334,58.8,19.02,10.8,-3.09,7.21,0.7739,0,0,1,1,0
155,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-11-28,333,44,floracao,0.8123,0.693,21.03,34.88,0.0,24.89,82.53,22.42,58435.1,1,saudavel,2.55,11,110,0.4,2,0.7732,0.134,58.8,29.82,-7.4,-3.86,4.35,0.6428,0,0,1,1,0
156,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-11-29,334,45,floracao,0.8587,0.7181,22.22,31.45,0.0,26.1,80.71,15.07,57434.4,1,saudavel,2.55,11,110,0.4091,2,0.7931,0.1395,58.8,22.42,-7.35,-3.88,5.03,0.4792,0,0,1,1,0
157,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-11-30,335,46,floracao,0.847,0.7201,22.94,36.22,15.68,25.21,89.57,22.27,40575.9,0,saudavel,2.55,11,110,0.4182,2,0.8044,0.0791,74.48,15.07,7.2,-2.27,2.63,0.6149,0,0,1,1,0
158,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-12-01,336,47,floracao,0.8172,0.7233,24.68,42.52,19.93,26.57,72.23,29.69,38623.1,0,saudavel,2.55,12,110,0.4273,2,0.8154,0.077,60.74,22.27,7.42,-1.89,7.38,0.6983,0,0,1,0,1
159,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-12-02,337,48,floracao,0.8467,0.7308,21.73,38.45,0.0,26.17,73.76,19.92,66374.7,1,saudavel,2.55,12,110,0.4364,2,0.825,0.067,60.74,29.69,-9.77,-4.44,6.87,0.5181,0,0,1,0,1
160,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-12-03,338,49,floracao,0.8066,0.6514,21.02,41.39,13.05,24.32,75.96,23.35,50431.5,0,saudavel,2.55,12,110,0.4455,2,0.8286,0.0255,73.79,19.92,3.43,-3.3,5.85,0.5641,0,0,1,0,1
161,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-12-04,339,50,floracao,0.7985,0.6745,21.91,37.48,0.0,25.0,74.71,17.01,56649.7,1,saudavel,2.55,12,110,0.4545,2,0.8267,-0.0133,48.66,23.35,-6.34,-3.09,6.32,0.4538,0,0,1,0,1
162,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-12-05,340,51,floracao,0.8036,0.7187,22.5,33.68,0.0,26.72,71.76,15.27,61246.5,1,saudavel,2.55,12,110,0.4636,2,0.8255,-0.0087,48.66,17.01,-1.74,-4.22,7.55,0.4534,0,0,1,0,1
163,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-12-06,341,52,floracao,0.774,0.6536,22.62,30.27,0.0,25.64,63.12,9.04,56898.5,1,atencao,2.55,12,110,0.4727,2,0.8134,-0.0847,48.66,15.27,-6.23,-3.02,9.46,0.2986,0,0,1,0,1
164,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-12-07,342,53,floracao,0.7877,0.6335,19.77,27.48,0.0,22.86,76.5,5.0,54147.3,1,atencao,2.55,12,110,0.4818,2,0.8049,-0.0593,32.98,9.04,-4.04,-3.09,5.37,0.182,0,0,1,0,1
165,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-12-08,343,54,floracao,0.7398,0.6667,24.31,24.49,0.0,25.83,78.81,5.0,62612.1,0,atencao,2.55,12,110,0.4909,2,0.7938,-0.0774,13.05,5.0,0.0,-1.52,5.47,0.2042,0,0,1,0,1
166,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-12-09,344,55,floracao,0.7281,0.6325,21.77,22.05,0.0,23.12,76.19,5.14,63104.9,1,atencao,2.55,12,110,0.5,2,0.7769,-0.1186,13.05,5.0,0.14,-1.35,5.5,0.2331,0,0,1,0,1
167,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-12-10,345,56,floracao,0.7121,0.6039,24.03,27.8,16.91,26.76,86.2,12.86,46007.3,0,atencao,2.55,12,110,0.5091,2,0.7634,-0.0945,16.91,5.14,7.72,-2.73,3.69,0.4626,0,0,1,0,1
168,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-12-11,346,57,floracao,0.6983,0.5862,23.58,24.69,0.0,26.08,77.06,8.45,58338.9,0,atencao,2.55,12,110,0.5182,2,0.7491,-0.1002,16.91,12.86,-4.41,-2.5,5.98,0.3422,0,0,1,0,1
169,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-12-12,347,58,floracao,0.7158,0.6301,23.1,22.01,0.0,24.87,84.23,6.93,59300.9,1,atencao,2.55,12,110,0.5273,2,0.7365,-0.0878,16.91,8.45,-1.52,-1.77,3.92,0.3149,0,0,1,0,1
170,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-12-13,348,59,floracao,0.6903,0.5759,21.77,19.53,0.0,24.57,79.32,5.0,62097.0,1,atencao,2.55,12,110,0.5364,2,0.7246,-0.0837,16.91,6.93,-1.93,-2.8,5.08,0.256,0,0,1,0,1
171,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-12-14,349,60,floracao,0.6956,0.6142,22.25,17.34,0.0,23.92,82.58,5.0,61062.6,1,atencao,2.55,12,110,0.5455,2,0.7114,-0.0921,16.91,5.0,0.0,-1.67,4.17,0.2884,0,0,1,0,1
172,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-12-15,350,61,frutificacao,0.6902,0.5975,22.85,20.13,9.91,25.15,79.16,5.0,48841.2,0,atencao,2.55,12,110,0.5545,3,0.7043,-0.0496,26.82,5.0,0.0,-2.3,5.24,0.2484,0,0,1,0,1
173,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-12-16,351,62,frutificacao,0.6075,0.5213,21.03,17.81,0.0,25.15,85.65,5.0,55093.0,1,critico,2.55,12,110,0.5636,3,0.6871,-0.1206,26.82,5.0,0.0,-4.12,3.61,0.2807,0,0,1,0,1
174,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-12-17,352,63,frutificacao,0.6125,0.5236,21.81,15.6,0.0,24.28,78.64,5.0,60313.6,1,critico,2.55,12,110,0.5727,3,0.6729,-0.0996,9.91,5.0,0.0,-2.47,5.19,0.3205,0,0,1,0,1
175,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-12-18,353,64,frutificacao,0.5704,0.4813,25.44,13.39,0.0,25.13,80.37,5.0,63224.6,1,critico,2.55,12,110,0.5818,3,0.6546,-0.1279,9.91,5.0,0.0,0.31,4.93,0.3734,0,0,1,0,1
176,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-12-19,354,65,frutificacao,0.5609,0.4976,21.67,11.61,0.0,22.87,80.37,5.0,56404.1,1,critico,2.55,12,110,0.5909,3,0.6325,-0.1549,9.91,5.0,0.0,-1.2,4.49,0.4307,0,0,1,0,1
177,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-12-20,355,66,frutificacao,0.5461,0.4468,23.41,9.98,0.0,22.69,77.97,5.0,61916.3,1,critico,2.55,12,110,0.6,3,0.6119,-0.1442,9.91,5.0,0.0,0.72,5.0,0.501,0,0,1,0,1
178,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-12-21,356,67,frutificacao,0.5552,0.4395,20.21,8.61,0.0,21.72,82.05,5.0,60991.5,1,critico,2.55,12,110,0.6091,3,0.5918,-0.1404,9.91,5.0,0.0,-1.51,3.9,0.5807,0,0,1,0,1
179,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-12-22,357,68,frutificacao,0.5724,0.4988,20.95,8.0,0.0,21.81,91.16,5.0,62238.0,1,critico,2.55,12,110,0.6182,3,0.575,-0.1178,0.0,5.0,0.0,-0.86,1.93,0.625,0,0,1,0,1
180,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-12-23,358,69,frutificacao,0.6068,0.5284,21.49,16.72,20.61,20.56,79.41,15.58,41989.0,0,critico,2.55,12,110,0.6273,3,0.5749,-0.0007,20.61,5.0,10.58,0.93,4.23,0.9318,0,0,1,0,1
181,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-12-24,359,70,frutificacao,0.6007,0.5202,21.83,14.57,0.0,24.3,80.63,9.44,57866.8,1,critico,2.55,12,110,0.6364,3,0.5732,-0.0118,20.61,15.58,-6.14,-2.47,4.71,0.6479,0,0,1,0,1
182,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-12-25,360,71,frutificacao,0.6562,0.5659,22.01,12.49,0.0,25.81,83.93,8.09,57866.8,1,atencao,2.55,12,110,0.6455,3,0.5855,0.0858,20.61,9.44,-1.35,-3.8,4.15,0.6477,0,0,1,0,1
183,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-12-26,361,72,frutificacao,0.6339,0.5324,24.72,10.62,0.0,25.14,83.76,5.0,58287.5,1,atencao,2.55,12,110,0.6545,3,0.5959,0.073,20.61,8.09,-3.09,-0.42,4.08,0.4708,0,0,1,0,1
184,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-12-27,362,73,frutificacao,0.7199,0.6277,17.15,9.57,0.0,20.46,80.93,5.0,62515.1,1,atencao,2.55,12,110,0.6636,3,0.6207,0.1738,20.61,5.0,0.0,-3.31,3.9,0.5225,0,0,1,0,1
185,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-12-28,363,74,frutificacao,0.6645,0.5639,21.88,8.14,0.0,23.88,66.9,5.0,58175.2,1,atencao,2.55,12,110,0.6727,3,0.6363,0.1093,20.61,5.0,0.0,-2.0,7.9,0.6143,0,0,1,0,1
186,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-12-29,364,75,frutificacao,0.6827,0.5705,22.1,8.0,0.0,24.83,80.83,5.0,57666.3,0,atencao,2.55,12,110,0.6818,3,0.6521,0.1103,20.61,5.0,0.0,-2.73,4.76,0.625,0,0,1,0,1
187,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-12-30,365,76,frutificacao,0.6608,0.5554,20.23,30.47,49.43,21.91,68.9,29.01,24380.8,0,atencao,2.55,12,110,0.6909,3,0.6598,0.054,49.43,5.0,24.01,-1.68,6.81,0.9521,0,0,1,0,1
188,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2024-12-31,366,77,frutificacao,0.7238,0.6556,19.18,27.6,0.0,22.65,86.9,23.64,64882.6,1,saudavel,2.55,12,110,0.7,3,0.6774,0.1231,49.43,29.01,-5.37,-3.47,2.97,0.8565,0,0,1,0,1
189,F01-SOJ,F01,62.6,-16.52925,-49.16363,2024/2025,2025-01-01,1,78,frutificacao,0.7123,0.5707,16.89,25.19,0.0,19.48,82.29,20.62,62101.8,1,saudavel,2.55,1,110,0.7091,3,0.6854,0.0561,49.43,23.64,-3.02,-2.59,3.45,0.8186,0,0,1,0,1
